	OBJECTID	NatlDBNum	ConfCode	SpeciesID	ComName	Genus	Species	County	State	WaterBody	LatAcc	LongAcc	ObsDay	ObsStatus	SpeciesCategory	x	y	spatialReference	Date	lat	lon
100	14375	NE-2009-1099807	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Monmouth	NJ	Atlantic Ocean	estimate	estimate	27	Moderate Decomposition	Humpback Whale	-8234666.303435373	4914600.978714639	102100	2009-JUL-27	40.33402300000006	-73.97326599999997
101	154	NE-2020-1226352	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Monmouth	NJ	Atlantic Ocean	actual	actual	29	Alive	Humpback Whale	-8235113.028551925	4921535.512492919	102100	2020-MAY-29	40.38149200000004	-73.97727899999994
102	5589	NE-2016-1199922	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Eez	NJ	Atlantic Ocean	actual	actual	18	Moderate Decomposition	Humpback Whale	-8219200.35262099	4924045.735008377	102100	2016-NOV-18	40.39866700000004	-73.83433299999994
103	1183	NE-2019-1218934	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Monmouth	NJ	Atlantic Ocean	estimate	estimate	10	Moderate Decomposition	Humpback Whale	-8235975.977244552	4931641.249021576	102100	2019-AUG-10	40.45060900000004	-73.98503099999992
104	4031	NE-2018-1202582	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Monmouth	NJ		actual	actual	5	Fresh Dead	Humpback Whale	-8238808.390368302	4934013.289022442	102100	2018-MAY-05	40.46682200000004	-74.01047499999999
105	171	NE-2020-1226290	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Monmouth	NJ	Atlantic Ocean	actual	actual	30	Fresh Dead	Humpback Whale	-8235477.711203767	4940821.251867325	102100	2020-APR-30	40.513333000000046	-73.98055499999997
106	4187	NE-2018-1200521	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Queens	NY	Atlantic Ocean	actual	actual	12	Advanced Decomposition	Humpback Whale	-8230872.980467099	4945169.101546656	102100	2018-FEB-12	40.543020000000055	-73.93918999999994
107	14189	NE-2009-1103341	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	New York	NY	Atlantic Ocean	actual	actual	9	Alive	Humpback Whale	-8236785.15862313	4947422.357961251	102100	2009-APR-09	40.55840000000007	-73.99229999999994
108	24166	NE-2001-1032910	Unconfirmed	7	Whale, humpback	Megaptera	novaeangliae	Unknown	NY				29	Moderate Decomposition	Humpback Whale	-8240889.137554772	4951076.331030461	102100	2001-JUL-29	40.58333333000007	-74.02916666999992
109	3680	NE-2018-1204155	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Queens	NY	Atlantic Ocean	actual	actual	1	Advanced Decomposition	Humpback Whale	-8226799.800298973	4947173.272967209	102100	2018-JUN-01	40.556700000000035	-73.90259999999994
110	471	NE-2020-1222910	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Queens	NY	Atlantic Ocean	actual	actual	31	Moderate Decomposition	Humpback Whale	-8223460.215575178	4948286.87848417	102100	2020-MAR-31	40.56430000000006	-73.87259999999998
111	3555	NE-2018-1205708	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Nassau	NY	Atlantic Ocean	actual	actual	14	Moderate Decomposition	Humpback Whale	-8208253.973132813	4952542.162737167	102100	2018-JUN-14	40.59333300000004	-73.73599999999993
112	4930	NE-2017-1199264	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Nassau	NY	Atlantic Ocean	actual	actual	26	Moderate Decomposition	Humpback Whale	-8204557.275482556	4951091.380107695	102100	2017-DEC-26	40.58343600000007	-73.70279199999997
113	3900	NE-2018-1203067	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Nassau	NY	Atlantic Ocean	actual	actual	18	Moderate Decomposition	Humpback Whale	-8201446.786270805	4951112.926990734	102100	2018-MAY-18	40.58358300000003	-73.67484999999994
114	1601	NE-2019-1216970	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	actual	actual	30	Moderate Decomposition	Humpback Whale	-8198602.57328104	4950879.431659581	102100	2019-SEP-30	40.58199000000006	-73.64929999999997
115	23376	NE-2002-1035367	Unconfirmed	7	Whale, humpback	Megaptera	novaeangliae	Nassau	NY				1	Advanced Decomposition	Humpback Whale	-8188816.3532807715	4942692.451148117	102100	2002-AUG-01	40.526111110000045	-73.56138888999999
116	13620	NE-2010-1116121	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Nassau	NY	Atlantic Ocean	actual	actual	10	Moderate Decomposition	Humpback Whale	-8178809.967817992	4953475.602814037	102100	2010-JUN-10	40.599700000000034	-73.47149999999993
117	9016	NE-2013-1151835	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	actual	actual	28	Alive	Humpback Whale	-8166342.18484915	4957493.620764682	102100	2013-SEP-28	40.62710000000004	-73.35949999999997
118	23375	NE-2002-1035368	Unconfirmed	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean			16	Advanced Decomposition	Humpback Whale	-8149174.24584974	4958244.941287352	102100	2002-APR-16	40.632222220000074	-73.20527777999996
119	2201	NE-2018-1221142	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	actual	actual	28	Advanced Decomposition	Humpback Whale	-8146939.976840313	4958961.488113254	102100	2018-AUG-28	40.63710700000007	-73.18520699999993
120	3842	NE-2018-1203388	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	actual	actual	27	Advanced Decomposition	Humpback Whale	-8141239.639675264	4960618.255437469	102100	2018-MAY-27	40.64840000000005	-73.13399999999994
121	7170	NE-2015-1174232	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	actual	actual	29	Moderate Decomposition	Humpback Whale	-8126478.675196074	4965872.236523338	102100	2015-JUN-29	40.684200000000025	-73.00139999999993
122	7190	NE-2015-1174180	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	actual	actual	20	Moderate Decomposition	Humpback Whale	-8113331.8433333915	4972069.102131314	102100	2015-APR-20	40.72640000000007	-72.88329999999995
123	252	NE-2020-1225901	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	actual	actual	18	Moderate Decomposition	Humpback Whale	-8110827.154790545	4971951.589480766	102100	2020-JUL-18	40.725600000000036	-72.86079999999998
124	355	NE-2020-1224272	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	actual	actual	22	Moderate Decomposition	Humpback Whale	-8100207.275368862	4968588.388576139	102100	2020-MAY-22	40.70270000000005	-72.76539999999993
125	1251	NE-2019-1218659	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	actual	actual	9	Moderate Decomposition	Humpback Whale	-8093249.807194283	4961513.287553304	102100	2019-AUG-09	40.65450000000004	-72.70289999999994
126	4306	NE-2017-1204069	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Eez	NY	Atlantic Ocean	actual	actual	20	Fresh Dead	Humpback Whale	-8067323.497788533	4959385.886084273	102100	2017-OCT-20	40.64000000000004	-72.46999999999997
127	827	NE-2019-1220232	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	actual	actual	5	Moderate Decomposition	Humpback Whale	-8097491.079793512	4978122.914619034	102100	2019-MAY-05	40.767600000000066	-72.74099999999999
128	5600	NE-2016-1199236	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	actual	actual	23	Alive	Humpback Whale	-8097346.364455479	4981430.586074032	102100	2016-NOV-23	40.79010000000005	-72.73969999999997
129	6228	NE-2016-1189950	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY		actual	actual	4	Advanced Decomposition	Humpback Whale	-8095876.947177008	4982842.200335545	102100	2016-JUN-04	40.79970000000002	-72.72649999999997
130	4212	NE-2017-1221139	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	estimate	actual	8	Advanced Decomposition	Humpback Whale	-8098627.429155526	4983258.518477169	102100	2017-NOV-08	40.80253100000005	-72.75120799999996
131	7202	NE-2015-1174164	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	actual	actual	14	Moderate Decomposition	Humpback Whale	-8090422.292128135	4980621.940692347	102100	2015-APR-14	40.78460000000007	-72.67749999999995
132	2218	NE-2018-1220630	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	actual	actual	3	Alive	Humpback Whale	-8085417.59046105	4978793.619834687	102100	2018-SEP-03	40.77216300000003	-72.63254199999994
133	21893	NE-2004-1027906	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	actual	actual	20	Moderate Decomposition	Humpback Whale	-8079341.550014573	4984676.133309637	102100	2004-APR-20	40.81217000000004	-72.57795999999996
134	6157	NE-2016-1190532	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	actual	actual	24	Moderate Decomposition	Humpback Whale	-8079023.176270905	4984842.336728277	102100	2016-JUN-24	40.81330000000003	-72.57509999999996
135	10032	NE-2013-1148155	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	actual	actual	17	Advanced Decomposition	Humpback Whale	-8076100.70567911	4985975.38997373	102100	2013-APR-17	40.821003000000076	-72.54884699999998
136	25810	NE-2000-1038520	Unconfirmed	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean			20	Alive	Humpback Whale	-8079234.68330341	4989824.851502328	102100	2000-MAR-20	40.847166670000036	-72.57699999999994
137	4306	NE-2017-1204069	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Eez	NY	Atlantic Ocean	actual	actual	20	Fresh Dead	Humpback Whale	-8067323.497788533	4959385.886084273	102100	2017-OCT-20	40.64000000000004	-72.46999999999997
138	1251	NE-2019-1218659	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	actual	actual	9	Moderate Decomposition	Humpback Whale	-8093249.807194283	4961513.287553304	102100	2019-AUG-09	40.65450000000004	-72.70289999999994
139	14215	NE-2009-1103183	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY		actual	actual	27	Mummified/Skeletal	Humpback Whale	-8066622.184996533	4989873.9041574905	102100	2009-MAR-27	40.847500000000025	-72.46369999999996
140	1216	NE-2019-1218723	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	actual	actual	14	Fresh Dead	Humpback Whale	-8061145.266049507	4991831.326048938	102100	2019-NOV-14	40.86080000000004	-72.41449999999998
141	1017	NE-2019-1219574	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	actual	actual	15	Alive	Humpback Whale	-8042274.3859702265	5000763.924813199	102100	2019-JUL-15	40.92146000000002	-72.24497999999993
142	13778	NE-2010-1109467	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	actual	actual	6	Alive	Humpback Whale	-8035820.0818940345	5004291.508953834	102100	2010-APR-06	40.945400000000056	-72.18699999999995
143	1890	NE-2019-1213152	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	actual	actual	7	Alive	Humpback Whale	-8022012.012256039	5008382.101272804	102100	2019-JUL-07	40.97315000000003	-72.06295999999998
144	6209	NE-2016-1190238	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY		actual	actual	26	Advanced Decomposition	Humpback Whale	-8025266.994166831	5011648.439635612	102100	2016-APR-26	40.995300000000036	-72.09219999999993
145	3673	NE-2018-1204333	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	actual	actual	26	Advanced Decomposition	Humpback Whale	-8019300.269460314	5011928.673258705	102100	2018-JUL-26	40.997200000000085	-72.03859999999997
146	1247	NE-2019-1218663	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	actual	actual	25	Advanced Decomposition	Humpback Whale	-7988175.339834513	5011604.192959782	102100	2019-JUL-25	40.99500000000006	-71.75899999999996
147	6842	NE-2015-1180435	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	actual	actual	6	Advanced Decomposition	Humpback Whale	-8004372.325744938	5018287.723117421	102100	2015-OCT-06	41.04030000000005	-71.90449999999998
148	61	NE-2020-1229152	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY		actual	actual	5	Alive	Humpback Whale	-8009075.574230949	5025655.260710522	102100	2020-NOV-05	41.09020000000004	-71.94674999999994
149	1247	NE-2019-1218663	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	actual	actual	25	Advanced Decomposition	Humpback Whale	-7988175.339834513	5011604.192959782	102100	2019-JUL-25	40.99500000000006	-71.75899999999996
150	15558	NE-2008-1079269	Confirmed - Minimum	7	Whale, humpback	Megaptera	novaeangliae	Eez	NY	Atlantic Ocean	actual	actual	10	Condition Unknown	Humpback Whale	-7874926.68226579	4953764.434542562	102100	2008-FEB-10	40.60167000000007	-70.74166999999994
151	16467	NE-2007-1068695	Confirmed - Minimum	7	Whale, humpback	Megaptera	novaeangliae	Unknown	EZ	Atlantic Ocean	actual	actual	3	Moderate Decomposition	Humpback Whale	-7877709.669535626	4946191.646627772	102100	2007-JUL-03	40.55000000000007	-70.76666999999996
152	15683	NE-2008-1077013	Confirmed - Minimum	7	Whale, humpback	Megaptera	novaeangliae	Unknown	EZ	Atlantic Ocean	actual	actual	17	Advanced Decomposition	Humpback Whale	-7841901.52893215	4922778.924365349	102100	2008-JAN-17	40.39000000000003	-70.44499999999995
153	16099	NE-2007-1073367	Confirmed - Minimum	7	Whale, humpback	Megaptera	novaeangliae	Unknown	EZ	Atlantic Ocean	actual	actual	18	Moderate Decomposition	Humpback Whale	-7640098.216437384	4863036.359502356	102100	2007-NOV-18	39.980000000000075	-68.63216999999997
154	23338	NE-2002-1035411	Unconfirmed	7	Whale, humpback	Megaptera	novaeangliae	Unknown	EZ	Atlantic Ocean			30	Moderate Decomposition	Humpback Whale	-7649504.342715506	4892619.654375448	102100	2002-MAY-30	40.18333333000004	-68.71666666999994
155	18130	NE-2006-1057325	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Unknown	EZ	Atlantic Ocean	actual	actual	14	Advanced Decomposition	Humpback Whale	-7734968.026076131	4924240.5872052	102100	2006-APR-14	40.400000000000034	-69.48439999999994
156	4305	NE-2017-1204070	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Eez	MA	Atlantic Ocean	actual	actual	19	Moderate Decomposition	Humpback Whale	-7785592.4569457155	4964570.219129107	102100	2017-DEC-19	40.67533000000003	-69.93916699999993
157	9280	NE-2013-1151009	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Eez	MA	Atlantic Ocean	actual	actual	6	Advanced Decomposition	Humpback Whale	-7797039.774142465	4968338.764754423	102100	2013-JUN-06	40.70100000000007	-70.04199999999997
158	4	NE-2020-1231443	Unconfirmed	7	Whale, humpback	Megaptera	novaeangliae	Nantucket	MA	Atlantic Ocean	actual	actual	26	Advanced Decomposition	Humpback Whale	-7849158.940795505	5000471.080804135	102100	2020-NOV-26	40.91947222000004	-70.51019443999996
159	797	NE-2019-1220375	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Newport	RI	Atlantic Ocean	actual	actual	13	Moderate Decomposition	Humpback Whale	-7918405.848979827	5037843.463553779	102100	2019-DEC-13	41.172667000000054	-71.13224999999993
160	4782	NE-2017-1199865	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Washington	RI	Atlantic Ocean	estimate	estimate	1	Advanced Decomposition	Humpback Whale	-7957629.271560837	5058767.498761866	102100	2017-OCT-01	41.31400000000008	-71.48459999999993
161	11014	NE-2012-1144628	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Washington	RI	Atlantic Ocean	estimate	estimate	20	Condition Unknown	Humpback Whale	-7958795.343226901	5065290.707325571	102100	2012-JUL-20	41.35799900000006	-71.49507499999997
162	5127	NE-2017-1198380	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Suffolk	NY	Atlantic Ocean	estimate	actual	31	Mummified/Skeletal	Humpback Whale	-8033549.164281853	5040333.179862614	102100	2017-OCT-31	41.18950000000006	-72.16659999999996
163	4901	NE-2017-1199649	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Washington	RI	Atlantic Ocean	actual	actual	5	Moderate Decomposition	Humpback Whale	-7965361.523391337	5034756.500417534	102100	2017-SEP-05	41.15179000000006	-71.55405999999992
164	5874	NE-2016-1192267	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Washington	RI	Atlantic Ocean	actual	actual	16	Moderate Decomposition	Humpback Whale	-7965601.973491452	5043050.959584969	102100	2016-MAR-16	41.20787000000007	-71.55621999999994
165	11014	NE-2012-1144628	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Washington	RI	Atlantic Ocean	estimate	estimate	20	Condition Unknown	Humpback Whale	-7958795.343226901	5065290.707325571	102100	2012-JUL-20	41.35799900000006	-71.49507499999997
166	4782	NE-2017-1199865	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Washington	RI	Atlantic Ocean	estimate	estimate	1	Advanced Decomposition	Humpback Whale	-7957629.271560837	5058767.498761866	102100	2017-OCT-01	41.31400000000008	-71.48459999999993
167	3027	NE-2018-1211639	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Nantucket	MA				22	Moderate Decomposition	Humpback Whale	-7839194.238916058	5014181.160031437	102100	2018-MAY-22	41.01247000000006	-70.42067999999993
168	4310	NE-2017-1204065	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Floater	MA	Atlantic Ocean	actual	actual	6	Advanced Decomposition	Humpback Whale	-7854918.11699061	5030804.04436589	102100	2017-JUL-06	41.125050000000044	-70.56192999999996
169	4283	NE-2017-1211869	Confirmed - Minimum	7	Whale, humpback	Megaptera	novaeangliae	Floater	MA	Atlantic Ocean			6	Advanced Decomposition	Humpback Whale	-7875730.285424681	5050232.837684327	102100	2017-JUL-06	41.25638889000004	-70.74888888999992
170	21255	NE-2004-1033839	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Dukes	RI	Vineyard Sound			20	Advanced Decomposition	Humpback Whale	-7892551.897243094	5071521.811425616	102100	2004-MAY-20	41.400000000000034	-70.89999999999998
171	4892	NE-2017-1199660	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Newport	RI	Atlantic Ocean	actual	actual	15	Fresh Dead	Humpback Whale	-7944816.398170534	5080801.526752304	102100	2017-JUN-15	41.46250000000003	-71.36949999999996
172	5802	NE-2016-1192842	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Newport	RI	Atlantic Ocean	actual	actual	23	Fresh Dead	Humpback Whale	-7940145.432336846	5080140.5154793365	102100	2016-APR-23	41.458050000000064	-71.32753999999994
173	21078	NE-2004-1040212	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Newport	RI	Atlantic Ocean	actual	actual	6	Condition Unknown	Humpback Whale	-7938508.29332118	5079885.530248982	102100	2004-JUL-06	41.456333330000064	-71.31283332999992
174	25673	NE-2001-1032470	Unconfirmed	7	Whale, humpback	Megaptera	novaeangliae	Newport	RI	Atlantic Ocean			22	Advanced Decomposition	Humpback Whale	-7936690.075342627	5081717.6103676725	102100	2001-JUN-22	41.46866667000006	-71.29649999999998
175	25662	NE-2001-1032466	Unconfirmed	7	Whale, humpback	Megaptera	novaeangliae	Newport	RI	Atlantic Ocean			10	Advanced Decomposition	Humpback Whale	-7931235.420293752	5082509.968246839	102100	2001-AUG-10	41.47400000000006	-71.24749999999993
176	4519	NE-2017-1200599	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Newport	RI	Atlantic Ocean	actual	actual	25	Alive	Humpback Whale	-7926938.487949136	5082301.9678634275	102100	2017-JUN-25	41.47260000000006	-71.20889999999997
177	14349	NE-2009-1100735	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Newport	RI	Atlantic Ocean	actual	actual	21	Advanced Decomposition	Humpback Whale	-7925502.466517902	5081767.130361133	102100	2009-AUG-21	41.46900000000005	-71.19599999999997
178	14404	NE-2009-1099087	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Newport	RI	Atlantic Ocean	actual	actual	14	Moderate Decomposition	Humpback Whale	-7921750.9996781675	5082450.539107459	102100	2009-JUN-14	41.47360000000003	-71.16229999999996
179	17809	NE-2006-1059633	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Unknown	EZ	Atlantic Ocean	estimate	estimate	1	Fresh Dead	Humpback Whale	-7924834.549573139	5074490.3484855695	102100	2006-AUG-01	41.42000000000008	-71.18999999999994
180	21255	NE-2004-1033839	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Dukes	RI	Vineyard Sound			20	Advanced Decomposition	Humpback Whale	-7892551.897243094	5071521.811425616	102100	2004-MAY-20	41.400000000000034	-70.89999999999998
181	4283	NE-2017-1211869	Confirmed - Minimum	7	Whale, humpback	Megaptera	novaeangliae	Floater	MA	Atlantic Ocean			6	Advanced Decomposition	Humpback Whale	-7875730.285424681	5050232.837684327	102100	2017-JUL-06	41.25638889000004	-70.74888888999992
182	4310	NE-2017-1204065	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Floater	MA	Atlantic Ocean	actual	actual	6	Advanced Decomposition	Humpback Whale	-7854918.11699061	5030804.04436589	102100	2017-JUL-06	41.125050000000044	-70.56192999999996
183	3027	NE-2018-1211639	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Nantucket	MA				22	Moderate Decomposition	Humpback Whale	-7839194.238916058	5014181.160031437	102100	2018-MAY-22	41.01247000000006	-70.42067999999993
184	8709	NE-2013-1154950	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Barnstable	MA	ATLANTIC	actual	actual	1	Moderate Decomposition	Humpback Whale	-7882254.844344712	5089540.051729917	102100	2013-OCT-01	41.521300000000046	-70.80749999999993
185	10541	NE-2012-1146745	Confirmed - Medium	7	Whale, humpback	Megaptera	novaeangliae	Dukes	MA	Atlantic Ocean	estimate	estimate	10	Advanced Decomposition	Humpback Whale	-7859156.050005111	5064059.976015725	102100	2012-AUG-10	41.349700000000055	-70.59999999999997
186	13392	NE-2010-1120243	Confirmed - High	7	Whale, humpback	Megaptera	novaeangliae	Dukes	MA	Atlantic Ocean			28	Advanced Decomposition	Humpback Whale	-7857924.745117448	5064164.965407695	102100	2010-MAY-28	41.35040800000007	-70.58893899999998
187	5872	NE-2016-1192299	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Dukes	MA	ATLANTIC	estimate	estimate	12	Moderate Decomposition	Humpback Whale	-7856217.215448165	5064163.779080498	102100	2016-SEP-12	41.350400000000036	-70.57359999999993
188	21088	NE-2004-1040200	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Dukes	MA	Atlantic Ocean	actual	actual	12	Advanced Decomposition	Humpback Whale	-7851241.234209708	5063879.558564584	102100	2004-MAY-12	41.34848333000007	-70.52889999999995
189	14041	NE-2009-1106731	Confirmed - Medium	7	Whale, humpback	Megaptera	novaeangliae	Dukes	MA	Katama Bay	estimate	estimate	27	Alive	Humpback Whale	-7847133.5449994365	5064208.26644993	102100	2009-SEP-27	41.35070000000006	-70.49199999999996
190	96	NE-2020-1227001	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Nantucket	MA	Atlantic Ocean	estimate	estimate	5	Advanced Decomposition	Humpback Whale	-7821416.578575287	5036399.56151924	102100	2020-AUG-05	41.162902780000024	-70.26098055999995
191	11745	NE-2011-1135790	Confirmed - Medium	7	Whale, humpback	Megaptera	novaeangliae	Nantucket	MA	Atlantic Ocean	actual	actual	15	Moderate Decomposition	Humpback Whale	-7818441.391525434	5052693.174415684	102100	2011-JUL-15	41.273002000000076	-70.23425399999996
192	24071	NE-2001-1033287	Unconfirmed	7	Whale, humpback	Megaptera	novaeangliae	Nantucket	MA	Atlantic Ocean	estimate	estimate	12	Advanced Decomposition	Humpback Whale	-7813292.419798284	5051508.031318259	102100	2001-JUL-12	41.26500000000004	-70.18799999999997
193	17469	NE-2006-1061719	Confirmed - Medium	7	Whale, humpback	Megaptera	novaeangliae	Nantucket	MA	Atlantic Ocean			26	Advanced Decomposition	Humpback Whale	-7805722.694424337	5043366.135281478	102100	2006-SEP-26	41.210000000000036	-70.11999999999993
194	105	NE-2020-1226752	Confirmed - Medium Report	7	Whale, humpback	Megaptera	novaeangliae	Nantucket	MA	Atlantic Ocean	actual	actual	27	Advanced Decomposition	Humpback Whale	-7806506.569543075	5048581.505547726	102100	2020-JUL-27	41.24523611000007	-70.12704166999998
195	3276	NE-2018-1207197	Confirmed - High Report	7	Whale, humpback	Megaptera	novaeangliae	Nantucket	MA		estimate	estimate	14	Alive	Humpback Whale	-7802851.853812374	5048343.1285054935	102100	2018-JUL-14	41.243626000000056	-70.09421079999997
